0,1,2,3,4,5,6,7,8
SPIB,TOR1A,SIPA1L1,RCAN3,UBE2L6,NR2C2AP,PER1,MARCH3,CFDP1
RBM39,CCT8,CD93,CNPY2,CCT5,C1orf109,PTAFR,BCL9,ZCRB1
ZBTB7A,MPHOSPH10,NFKBIZ,RPS6KB2,DNTTIP1,TUBGCP6,FCGR2B,KCTD7,IRF2BP2
CDK5RAP3,GPR56,QSOX1,TADA3,ALDH3B1,AEN,BCL6,RP11-53I6.3,ALDH9A1
TMEM109,METTL12,GFOD1,TMEM167A,PIK3AP1,UBIAD1,NCK2,AK1,ATP5B
NCOA4,SLC25A39,PLIN3,CDKN1A,CLEC10A,FAM117A,SEPT9,RP11-218M22.1,FXR1
PTPLAD2,PIK3R1,LYAR,HADHA,MID1IP1,RBM12,TMEM219,CHIC1,RGS14
HEBP2,TRIM22,GGA1,UROS,MLX,TRIM52,WDR74,ALMS1,DNTTIP2
C1orf86,ST6GAL1,ERICH1,RAB9A,NECAP2,UIMC1,TMEM55B,TMCC1,USP16
DPM2,TIAL1,C9orf72,DOCK2,TFDP1,SERINC5,YPEL2,RP11-37B2.1,MIDN
AP2M1,DNTTIP2,DEF8,SZRD1,LAP3,ADH5,NFAM1,DNAH1,CECR1
H2AFJ,LARP7,LAG3,GSN,PNPLA8,PA2G4,TLR10,CHST13,C21orf33
CD58,PIGC,CHD9,PARP8,MEA1,HIVEP2,ITGB2-AS1,ZNF773,IGSF6
LSM4,CBFB,IQGAP1,CSNK2B,WAC-AS1,DEF6,SPATS2L,SLC9A6,COMMD1
RUNX3,SLU7,MED29,ABT1,VDAC1,LRIG1,KCTD12,ZNF18,ITGA4
APOBEC3C,UBE2B,BCL2L12,FCGR1A,FLI1,SLC26A11,SLIRP,TRIM7,ECHDC1
PNOC,MRPS21,OGFRL1,IL17RA,KIAA0040,PPAP2A,CCSER2,AREG,C14orf119
PMF1,SDF4,ST3GAL4,PRMT10,AIMP2,MICU3,CERK,ZNF337,SH3BP1
AKAP9,FCRL6,NLRP3,TSNAX,PJA2,DYNC2LI1,ANXA7,RGS12,SPCS1
ARL5A,AATF,SUPT5H,PSMA6,CKB,ZNF683,IFT57,ZBTB49,SNX5
RTCB,RP11-18H21.1,LINC00937,RNF114,TSPAN3,HIST1H2BN,ATPAF2,TMEM121,MAGOH
SIPA1,PRPF19,CYP27A1,RNF13,APBB3,RP11-111M22.3,HMGB2,RP13-580F15.2,FKBP3
LRRFIP2,FNTA,TNFRSF13C,CD28,PYGL,ZNF181,ARL11,BAHD1,ARID4A
OGFR,KRR1,NT5E,TMC6,KIAA0355,ADAM19,FCGR1B,TTLL4,NAAA
QRSL1,SIPA1,ZNF580,GGA1,INF2,TMEM55B,PPP1R14A,ZNF585A,LRPAP1
CCDC85B,VBP1,CRTAM,C11orf21,SOX4,PXMP2,ATP6V0A1,FARP2,RNF13
C1orf21,SLA2,LINC00657,RASAL3,OGFR,ANKRD49,AIM2,ASB13,ARHGAP25
IGFLR1,YDJC,SULF2,PQBP1,RASGRP4,PRKD3,ARL3,DNMBP,POLR3K
NADK,PRSS23,RAB1B,ATG2A,PPP1CC,C12orf10,NME1,RORC,EPSTI1
TIGIT,C17orf89,RPS6KA4,CSTA,SH2B2,LMBR1,DNAJB12,ZNF569,RCAN3
C14orf2,CRYZL1,HCAR2,NAE1,PEPD,VNN2,ALDH3B1,FLJ00104,AATF
RALB,UFD1L,RP11-110A12.2,ADI1,FBXL3,C17orf89,PPM1M,PMM2,CTDSP2
C15orf39,LYRM1,RNF141,DAP3,CD180,ZFP62,QSOX1,SYNJ1,TMEM141
CD19,COMMD2,ARHGAP18,HES4,CINP,RPL7L1,RSPRY1,GSTM1,RPL7L1
AMPD2,WHAMM,CDCA7L,TCIRG1,LEPROT,PATZ1,TRAPPC12,IRAK2,RTCB
DIAPH1,CDKN2AIP,TMED3,TMCO1,CCDC22,SENP6,RP11-362F19.1,VWA5A,HNRNPK
MAD2L2,MAGOHB,KLF13,PLA2G16,UQCRH,PFKP,RNASEK,CACTIN,HADHA
DERL1,PDCL3,HS1BP3,RPL14,ADRBK1,SLC4A1AP,NFE2L2,APPL2,GIT2
RFXANK,NIP7,GBAS,ATF3,REPIN1,SORBS3,PAICS,SIPA1L3,EIF2AK2
TRAPPC2L,SUPT20H,BRD3,NDUFB5,EXOSC5,TRIM47,SFI1,SLC35D1,IFI44
OASL,PLEKHB1,CHCHD5,RNF138,PRMT10,PLEKHG3,MAP4K2,BBS4,CD6
ACP1,IL23A,HCAR3,ABHD14B,IRF5,CSNK1E,DDX18,LY6G5C,NUCKS1
LSM1,NAA15,PPP1R9B,PHB2,IFIT2,FBLN7,KIAA2013,ANKAR,CNPY2
NCOR1,ANKH,CXCL2,TSEN54,CKS1B,TNFSF14,RNASE2,MCU,FGFBP2
FAM96A,KLF12,AKR1A1,IFIT1,PTPLAD2,LRP2BP,ZBTB43,AC018816.3,ALDH2
IL10RB,MRFAP1L1,RP11-693J15.5,LLPH,CTNNBIP1,XXcos-LUCA11.4,BTLA,LINC00910,IRF8
SP140,UQCRC2,IER3,MID1IP1,RP2,TELO2,KIAA0226,HIST1H3D,CRLF3
PFDN6,SRPR,IRAK3,LENG8,ACO2,LRRC8A,PITPNA-AS1,HIST1H4J,RGL4
RPS6KA1,THEMIS,FAM45A,TXNL4A,M6PR,FOXRED1,KIAA1551,SUFU,RBBP4
CHD9,PPP2CA,MAD1L1,ACAA1,FUOM,KLHL28,EMILIN2,RPAP1,IRF3
CATSPER1,DCAF13,LARP1,MTDH,ZNF703,MXI1,SSBP2,AACS,HNRNPD
RETN,TMEM106B,IDH3A,CCM2,ARF3,FCER1A,PIEZO1,ZNF865,CLK1
TOR3A,PPP2R1A,ICAM4,CTDSP1,CTNNA1,KIF2A,YTHDC1,SLFN13,LGALS3
SMIM7,NDUFB4,RP5-887A10.1,C15orf61,POU2AF1,FBXL4,HGS,SPATA13,DNAJA2
VDAC2,MAEA,C1QA,AC092580.4,RPL35,EIF3D,ECE1,TMEM2,ADAR
TUBB4B,YPEL5,MMP24-AS1,RETN,CDC42SE1,NPM3,NCKAP1L,ZNF281,CCT7
CMTM3,ENOPH1,FRG1B,QPCT,OSM,TMEM245,C9orf89,C21orf91,PAK2
ACTN4,TRIM39,VIM-AS1,SELM,CD19,BLMH,PBX2,LIMD2,PSMB4
UBE2E2,CASP8,PLCXD1,MBOAT7,HSCB,GNL1,MAML2,TRAF5,TIMM8B
NAA10,RUVBL1,PLA2G7,MEA1,PPM1M,EML4,ZDHHC1,ATF2,SUGT1
ITPA,CRLF3,NEK6,LGALS3BP,SF3B2,RAB22A,KCNQ1,MAPRE3,MX2
YIPF3,RDH11,LCN8,STX10,TEN1,MRPL34,CLEC10A,PAXIP1-AS2,TXNL1
EPN1,AL592183.1,UCP2,COX17,NONO,DIDO1,GNA15,TSPAN18,RSBN1L
ARAP1,CMTM8,ZBTB16,NME1-NME2,TRIAP1,ACADM,MRPL17,PRKCI,CIR1
ACTR1A,YBEY,VAV1,CRYL1,LYRM9,KRR1,GTPBP4,SLC16A11,PTP4A1
INPP5D,PSMD14,CEBPG,PXN,CD22,CSGALNACT1,PELI1,INO80B,MIEN1
ADA,LINS,ASL,CASP8,HLA-DQB2,IFT27,ATF5,CNTROB,TMEM205
MLF2,PUF60,C3AR1,RNF139,KLF3,LGALS3BP,ZNF267,RP11-410L14.2,TXNDC17
ATF6B,ZBTB1,PEPD,FOXN3,AP003733.1,TMEM106C,TREM1,GTPBP2,EHD1
RAB18,ACN9,EID2B,CREG1,RPL36A,SUN1,HADHB,RIC8B,HAGH
KLRB1,MRPS33,BROX,CCDC104,SEC14L1,CBFA2T2,ANKZF1,ZNF107,CYB561D2
NDUFA7-1,LENG1,SEC14L1,PTPRC,TMEM208,SCAPER,ITGAE,VPS9D1,CNPY3
PREX1,TXNDC9,PRCP,SURF2,UFM1,ITGAM,NRG1,SH3BP5L,EBP
POP4,C1GALT1,RNF144B,CAP1,SMIM15,RP11-727F15.9,GPR18,KCNG1,NECAP2
MRPL20,TIMM22,PARP10,ANXA7,CASP1,MNAT1,SH2B3,SYCE1L,THRAP3
ABI1,SNRPG,S100Z,MRPL18,PRKCQ-AS1,GGT7,TNNI2,AC104820.2,BEX4
EIF5A,TDP2,ZGLP1,NUBP2,WDR13,GIPC1,RP11-1399P15.1,RAB27B,CYLD
ATP5EP2,EXOG,FAM127A,EIF2A,UQCR11-1,FHL1,CPNE2,ANKRD55,NDUFV2
ZNF524,LAMP1,DNAJC2,NDUFA8,GRK6,RP11-403I13.8,EXOC4,RWDD2A,ERICH1
RNF141,RSF1,TSEN34,NDUFS4,C21orf33,RP11-427H3.3,SH2D3A,ZNF571,PSTPIP1
PGK1,BRD2,COMMD5,TMX1,UBE2B,SLC38A5,MRPS27,ZBTB11-AS1,CCL4
TNFAIP8L2,NOC2L,PLAGL2,MGMT,TRADD,PRRC2C,REXO4,CTNS,ZNF207
STAT2,SIAH2,BLCAP,TPPP3,CAMKK2,BMS1,C18orf21,ZNF75D,ARL2
PAK2,MRPL1,FLOT2,BTN3A2,ATP1A1,ZC3H12A,PNPLA6,CACNA1C-AS2,AP1S2
TAX1BP1,MFSD10,NCOA1,MRPL34,SERPINB6,PEX3,KMT2E-AS1,P2RX7,CALR
SPCS2,DEXI,CXorf21,NDUFC1,CHIC2,POLR3F,GSPT1,ABCD1,SDHB
GADD45B,AIMP1,AC093673.5,THEMIS,USP3,UTP18,FAM207A,MFHAS1,MRPS23
APOBR,RICTOR,DENND4B,PTTG1IP,SETDB2,H2AFX,P2RX1,FAM168A,MAPKAPK5-AS1
NFU1,ASNSD1,CKAP4,NDUFA5,EBPL,SLC25A36,ELL,ALDH5A1,MRPL3
RNPEPL1,RNF5,CD151,ANAPC13,RIPK2,GLMN,NPLOC4,ZNF71,MRPL16
IRF5,FAM134B,LINC00936,PHF5A,DNAJC15,FAM213A,HPCAL1,GPR146,IFT20
EMR2,HACL1,PNPLA6,SERINC5,KLF7,CBR3,ABCB7,VCPKMT,NUDCD2
STARD3NL,DNAJB14,UBE2D4,YWHAB,MFSD1,CEP19,FAM110A,HERC1,UROS
APOBEC3B,ITSN2,GSTZ1,SEC11C,SH2B3,TM7SF2,TMF1,ST7L,LAGE3
DNAJC7,EIF2S2,SAMD9L,MRPS16,BBX,KIAA0226L,NDUFAF2,PLCG1,WDR33
VOPP1,SLC44A2,TMEM154,SH3GLB1,SUMO2,DTNB,NUDT2,FOXO3,SS18L2
IQGAP2,CCT6A,EXOSC4,ADSS,MGAT1,CD22,SLC40A1,CNOT6L,MRPL33
GLO1,ZFAND1,FAM129C,SRP19,ME2,SEC22C,PLXNB2,ACOX3,ARID5A
UQCRC2,TMEM55B,PPM1N,COX16,APIP,LINC00954,ZBTB24,FEM1C,PARP1
SH3BP2,EIF2S1,FIBP,PIK3CD,DOCK8,PPP1R14B,NXT1,ZNF507,WDR61
SPPL2A,CD22,BTN2A2,USMG5,PNRC1,PNMA1,MX2,PLXDC1,CSF3R
TAOK3,ZNF22,WAC-AS1,SCP2,COMMD3,SPAG16,RBM26,TAF4B,NANS
FHL3,SMC3,EPB41L3,ZMAT2,SFXN1,MAST4,FAM46C,TCEANC2,EIF1B
ETHE1,DERL2,MAST3,THOC7,TTYH3,ABHD17A,TXNRD1,RN7SL1,TMEM126B
TMCO1,UBAC2,GATAD2A,TOX4,ARHGAP17,PATL2,YPEL5,AC011899.9,MRPS18C
POLR2G,DKC1,TPMT,GABARAPL1,NFE2,PRKCQ,PDE3B,PDE9A,TANK
CD151,UBE2G1,TXNL4A,FUS,UXS1,IGJ,CDH23,HBA1,ALKBH5
SSU72,NPRL2,TNFSF10,LINC00649,LYSMD2,MFSD8,MLLT3,LRRC37B,SH3BP5
NDUFV3,PLEKHA1,UVRAG,PSMA3,TINF2,FUBP3,PRPF6,PDGFD,BLVRA
BHLHE40,NDUFS2,TIMP2,SLC25A39,RALB,ATG4C,GIMAP8,SLC25A43,LSM5
DEK,TRAPPC4,HDAC5,THAP7,CDCA7L,B4GALT1,APPL1,BAIAP2,KLRG1
G6PD,ATPAF1,PPP2R3C,PRNP,AGPAT2,ELK3,CTD-2228K2.5,ZNF837,COX11
TMEM230,CSNK1A1,LRIF1,TRAPPC3,ITGAE,PEF1,CYSLTR1,MTMR12,SLIRP
LINC00877,KPNB1,CSNK1G2,TDP2,MBNL1,ARFIP2,SNX29,MRM1,AAMP
FGD2,PTGER4,RIT1,RBPJ,DENND6B,NMB,CNTRL,ZNF599,ADK
SNAP23,PCSK1N,IGJ,CD86,EEF1G,KBTBD3,NRGN,EPHA1,CD4
AKR7A2,ITFG2,MVD,FBLN5,PDCD6,TOX,UXT,TTC21B,MBNL1
HINT2,ACTR1B,NLRC5,EIF3E,TIMM9,ATG16L1,ST3GAL2,RP1-187B23.1,RASAL3
C11orf21,SCOC,EREG,CTNNBIP1,RPS18,RAMP1,LPAR6,CFH,IMP4
RIN3,ERGIC2,DPP7,RBM42,RP11-349A22.5,ACTL6A,NPDC1,ZMYM1,PSMG2
C14orf166,ASCC2,MYCL,SLIRP,PTAFR,GORASP2,TNFAIP8,PRICKLE4,IDH3G
TMEM14C,METAP2,WDTC1,SMS,PSMG4,IMPDH2,EEF1E1,MICAL3,UQCRC1
HEXA,PRPF6,SLC25A20,RAB10,SLC15A3,RCL1,CSTA,ZFP1,RORA
KARS,ZNF430,USP7,JAGN1,TXN2,NT5DC1,CCDC59,ZNF169,CNOT7
PET100,SEC11C,SPNS1,VAMP3,ZCCHC7,IMMP1L,BASP1,MED26,NUDT5
RNF114,CNOT7,XPNPEP1,MKRN1,IDH3B,RIOK2,SMARCD3,RP11-635N19.1,SAMD3
IKBIP,KLHDC2,SNX17,LMNA,HOOK2,BACH2,SECTM1,MRPS24,CCT5
HNRNPU,MGEA5,IMP3,CCZ1,SLC40A1,C19orf59,CHST15,SSH1,SMIM12
ACAA1,IRF3,RAP1B,SNAP29,C15orf39,CDCA4,PCK2,ACPL2,GLG1
IL2RB,POLR2H,YIF1A,MAZ,CDV3,BDP1,TMEM183A,NBPF14,ERCC1
TAX1BP3,MTERFD2,GABARAPL1,PKN1,MRPL21,PECR,PNKD,VWA8,DENR
HNRNPM,FLI1,PUM2,MRPS15,RELB,POLR1C,CHTF8,ARL5B,ABT1
ACAA2,SAMSN1,SSNA1,NUDT5,UQCRC1,DVL2,TCEA1,CROCC,OXNAD1
NHP2L1,RP11-51J9.5,DDX10,C7orf73,GAS7,TNKS2,PRDX6,PPP1R3D,IDI1
SSR4,RSL1D1,TOMM22,FAM45A,GPR155,MATR3,PQBP1,NOXA1,DPP7
SH3BP5,LSM7,SAR1A,UBXN11,C11orf83,POU2AF1,ASXL1,SAMD10,TMEM248
CD81,SNRPA,RALGPS2,BBC3,HOTAIRM1,GSTM3,PHTF2,MAN1C1,MLX
P2RX5,RAB37,MARK3,ROGDI,CMPK2,MECP2,MRPL44,WBP1,PIM1
TIMM17B,PRR4,MEF2BNB,SUPT3H,DOK3,GSKIP,BZW2,TNPO1,SEC62
STX4,HLA-DOB,IRF5,ABHD14A,ITGAX,MRPS10,RRP12,ZNF195,GZMK
RELT,ACYP1,PPBP,FBP1,CLK1,ABI1,KCNE3,RP11-362F19.1,KXD1
PSMD9,TAF15,DMXL2,TAP1,FKBP5,CDKL3,AFF3,PPP1R15B,CHPT1
CDKN1C,HARS,ATP5EP2,AURKAIP1,FAM122A,STT3A,SLC38A1,C2orf69,FBXL15
CLEC12A,BTF3L4,RTN3,FKBP2,TM7SF3,PCNP,RPS17L,HERPUD2,PSIP1
DNAJC15,EBAG9,ZFHX3,ITGB7,NUDT3,INTS6-AS1,GDI2,DNASE2,CD96
VAMP3,RALY,NAA10,CSRNP1,PRKRA,RP5-1180E21.5,ZNHIT3,STAT3,LILRA5
PPAPDC1B,OBFC1,RASSF1,TESPA1,TOM1,TCTN1,CEBPA,IQCG,BTF3L4
PPP2CA,FBXL3,ZNF263,NSG1,RTN3,KRT1,UBR2,FPR2,NEMF
NUMB,NUDCD2,CA2,SF3B14,SYPL1,HAUS6,DNPEP,CENPBD1,UBE2E1
ARPC1A,SMIM19,NUMB,NDUFV3,RNF13,MYSM1,EIF4E,LRRC27,KLF4
PTRHD1,USMG5,SLC25A37,SUCLG2,HERPUD1,GTF3C1,RNF41,MCOLN2,PSAP
TANK,CCT5,CHI3L2,PAG1,NDUFA3,CHD8,YRDC,C12orf42,ARPC5L
TUBA1B,BSDC1,CBFA2T3,ABHD17A,ITPK1,RALGDS,HN1,RP11-108M9.6,AURKAIP1
FLOT1,VPS29,DENND1A,MTHFD2,SAT2,SLC18B1,NDRG1,TOP3B,CD8A
ORAI3,ZNF775,NUP62,PPP1R11,LRP1,AFF1,DHRS4L2,DISC1,GRK6
RAB11FIP1,ABHD17A,DNAJC5,GTF2F1,DNAJC7,CTA-211A9.5,TMEM176A,SBK1,PPP1R7
REL,NONO,B4GALT1,SEMA4D,TSPAN14,KPNA5,LMO2,LARP4,C19orf24
XRN2,UBA2,PPCDC,C19orf43,PRKACA,ABHD10,SLC15A3,SLC48A1,DDRGK1
DDRGK1,ZBTB25,LRPAP1,ADSL,FAM110A,FAM126B,SQRDL,ZNF212,SMCHD1
RNASEH2B,ZMYM2,DDB1,HEBP1,TCF7L2,ARL2BP,TARBP1,CLCF1,DHRS4L2
SET,LSR,TRAK1,CERK,PID1,PTCD3,SNHG12,VARS2,ODF3B
NDUFS3,AMD1,RABEP2,ARHGEF40,CD1C,PPP1R2,ATG10,C2,MRPS16
TOR2A,RNF115,RP11-291B21.2,NPM3,EPC1,CDKN1B,NFIC,NEK4,POP5
CTNNBL1,MAGEH1,PDXK,BTG2,TMPO,HNRNPLL,FCHO1,PTPRJ,METTL5
SSSCA1,NECAP2,MRPS34,WAS,RP11-108M9.4,PTPLAD1,ROGDI,TMEM25,AL592183.1
COX14,EIF4A3,ZNF326,USB1,RPL41,ATPIF1,PSMF1,GYLTL1B,BRMS1
ATXN10,HNRNPUL1,MGLL,CDKN2D,TWF2,FAM219B,AKR1A1,SORT1,SNRNP40
FKBP2,ADK,HIST1H2AC,POP4,SCAND1,PLEKHF2,QDPR,ZBTB37,TMEM160
NAPA,STIP1,PDCD6,INPP4A,MRPL17,EXOC5,RNASEH2B,KIAA1919,TPGS1
LSM3,HSPA9,NCSTN,ZNF524,CWC25,KANSL3,CECR1,ZNF253,COQ7
MDH1,DHRS7,SNRPD1,ATP6V1E1,RBM8A,ZNF563,PAK1,RP5-1007M22.2,ORMDL1
TXN2,IGLL5,TLR2,CMTM6,TM2D3,CD200,SH2B1,ZNF623,SEC61G
RPS6KA4,PDCD10,CYSTM1,RAB27A,FAM46A,C11orf49,MEFV,POU5F2,PPIE
LMO4,PA2G4,TIMM10B,RPN1,SPCS3,CKMT2-AS1,PELP1,SMCR5,SPSB3
S1PR5,RPA1,FFAR2,TBCC,NDUFB2,MBD1,SERTAD2,TRIM23,EIF4A3
LILRB3,SUPT3H,RRP7A,SUGT1,TGOLN2,TMEM187,PRKCSH,ZNF790,GPR183
KLRG1,KIF2A,P2RY13,MTCH2,TCF4,GCDH,RP11-1398P2.1,MROH1,DDOST
DEF8,GPR18,CTC-378H22.1,ETS1,ARID1A,AK5,SLAMF1,PLA2G15,EIF5A
TEX264,ELP2,NHLRC3,CHST12,KDM1B,SLC2A11,RAF1,PDCD1,CCNDBP1
RAB2A,PRPF38A,BCL2A1,CDV3,BST2,PREPL,FXR1,DIRC2,PPCS
SDF2L1,SIDT1-AS1,ATP5G3,TUBA1A,C5orf15,SOCS2,LMBR1L,ZNF345,COMMD8
IFIT2,B4GALT3,ARF5,CHCHD5,CLN8,PRKCA,LARP1,PKD1,COMMD9
KIF5B,SEPW1,BCKDK,CHMP1B,TNFAIP8L2,C21orf2,CDKL3,ANG,GPSM3
PAK1,ZBTB20,C10orf76,MANF,EIF2AK4,PRPS1,PDXK,ZNF703,HLA-DRA
HNMT,UPF3B,WBP1L,ENY2,BATF3,TTC3,COX6B1,HK3,TTC3
EMC6,ANAPC5,TUBA1B,GPR171,HK3,CSTF1,MPLKIP,TNRC6C,MRPL40
SWAP70,RTF1,DUSP3,NENF,KDM6B,XKR8,MRPS18B,C16orf45,MPLKIP
FES,HSD17B8,FAM192A,MPEG1,MAP1LC3B,RNF138,CSF2RA,TLR7,RP1-241P17.4
PRCP,PDCD2,LILRA6,CARS,NDUFB11,CLEC2D,CALCOCO2,CTD-2162K18.5,SASH3
ADD1,NABP2,CACNA2D3,C11orf48,CRIP2,MAZ,H1F0,CETN3,SORL1
PCMT1,SYNE1,TMEM127,HOTAIRM1,RNF138,TARBP1,MTRR,CORO2A,SPI1
TMEM258,APBB1IP,IFITM2,POP7,RP1-241P17.4,TRMT61B,MTFMT,CCL4L1,NSA2
GID8,TTC38,SSBP2,MSRB2,PAFAH1B2,ELAC2,C15orf39,ACTR3B,CLPP
ICAM2,GALT,DNAJC7,ZSWIM7,PAG1,DLEU1,CAMK1D,LINC01137,TTC1
FCRLA,HMCES,PSMG3,NDUFB3,BCAP31,AGFG2,ENTPD1,PIGQ,ODF2L
NAGA,NDUFV2,RILP,MRPS7,MZT1,ATE1,IL4R,TIGD1,PPM1K
PKIG,ESYT1,TTC7A,COX7B,UBXN11,AC079767.4,SENP6,ZNF687,METAP2
HLA-DOB,CSDE1,TIMM17B,C18orf32,NDUFAB1,C7orf55,UFM1,PLA2G6,CUEDC2
CCDC107,TMEM87A,C8orf82,SH3YL1,MRPS18C,NR3C1,MTMR14,RAB40C,NCBP2-AS2
NDUFB5,MAP4K1,BCL6,LINC00116,PRCP,PTMS,FAM204A,PAWR,MATR3
CD55,TRAF5,RP11-81H14.2,C14orf64,MRPL41,SCYL3,RGS18,AC023490.1,BABAM1
HSH2D,SDHAF2,ZBTB7A,POLR2I,SUCLA2,INADL,PGS1,WDR24,GGA1
NDUFS8,FAM46C,LAMTOR3,EIF4EBP1,MX2,NGLY1,SRSF6,ANKRD52,ARPC1A
FUOM,TNRC6B,DRAM1,PSMA4,HRH2,CMSS1,BATF3,TIPARP-AS1,HMGA1
SNX20,TMEM14B,PF4,MAX,PLEC,KLHL20,RASGRP4,ADHFE1,SLC38A1
MTHFD2,TCEAL8,RAB13,HSPE1,NBEAL2,USP1,SH2B2,METTL15,HVCN1
MPST,COX20,CCS,XCL2,ATP5B,MZF1,HIPK3,KIAA1147,VDAC2
FDFT1,SERTAD1,RCSD1,PDCD2,IFIH1,SCAMP1,ARMC10,HSD11B1L,PDCD6
MED28,NMT2,RUNX3,ITGB1BP1,ZNF775,BZW1,MGST3,KIAA1731,GPI
ITGAE,CEBPZ-AS1,COLGALT1,TPGS1,CD38,TARSL2,THG1L,DNAJC16,EIF4EBP1
TGOLN2,FN3KRP,WASF2,MT1F,CUX1,RNASEH2B,NARG2,KIF1C,RNF113A
ELOVL5,IMP3,EMC8,DHRS4L2,VRK3,GOT2,DNAJC30,ZFP69,CFLAR
ETFB,ARMC1,ROGDI,RAB18,CKAP4,PRR4,ANAPC13,ST3GAL3,RPN2
GAS7,TAZ,GGCX,GLUD1,USP15,NCOR1,MAP3K3,NDFIP2,DYNLT1
SEC14L1,CAPZB,UBE2Z,THYN1,RAB34,KLRF1,ORAI2,ANGEL1,FRG1
ATG16L2,GBP5,CTNNBIP1,UBE2B,TAX1BP3,RNASE2,RALB,ETAA1,IRF9
CD72,CNBP,IFNG,CD36,ZFAND2B,CDR2,IFI27,NUBPL,PDCL3
NUDT22,SUMO1,RASGRP4,ILF3-AS1,SULF2,FCRL2,FBXO18,KCNQ1OT1,QARS
CXCL16,SAP18,DOK3,C1orf123,TFEB,DPH2,POU2AF1,NRG1,CCDC69
EZR,ZCCHC7,USP11,TNIP1,SCLT1,PGM2L1,GOT2,ASB16-AS1,CDC37
SUCLG1,MTF2,ETFA,ID1,KIAA1033,SLC25A26,KIAA1033,YTHDC2,SCNM1
SLC2A6,EWSR1,MRPS35,TMEM208,SGK1,FAM134B,FAM122B,FBXO32,TMEM109
DDX39A,METTL23,IL1RN,PET100,SNX22,MSH2,CDC14A,PACS1,HNRNPH1
GBP2,ABLIM1,KCTD12,OBFC1,RPL26L1,ANKS3,HLA-DOB,GOLGA4,APOBEC3A
ATP6V1E1,THYN1,LAPTM4A,NELFE,CLEC4E,BTLA,ZNRD1,HMOX1,CLTB
LRPAP1,GIT2,ABHD17A,TMEM147,AHCY,ZNF140,CD46,RP11-70P17.1,NCBP2
GNG7,RSU1,FCER1A,PSMB4,ADAM28,KIAA1430,IFI27L2,USP21,NAPRT1
MARCO,URI1,MT-ND5,ACAA2,UBAC1,RP4-539M6.22,ARPC1A,RP11-412D9.4,ARHGAP4
SPAG7,SORL1,QKI,FHIT,RARA,TCTEX1D2,RBM6,RP11-350N15.5,EFHD2
ILF2,NHLRC3,NDUFS6,ARF4,APOPT1,ITPKB,RSL24D1,CLEC4D,SSBP4
HLA-F,DAP3,CTBP2,PTPLAD2,RALGPS2,CDCA7L,JOSD1,ABCA2,RPF1
CYB561A3,SNX6,ATP6V0A1,BAX,CTDSP2,DCK,DEGS1,DNASE1,DDT
SMIM12,ZCRB1,IMPA2,SEC13,MT-ND3,FARSB,TNIP2,RP1-197B17.3,PRKCH
NRROS,MRPS10,COQ7,DDX46,VAPA,ERCC5,HCCS,PGAP1,C5orf56
WBP2,TES,HLA-DOA,ILK,EIF4G2,TBRG4,FAS,ENPP4,YTHDF2
SDF2,TP53TG1,EOMES,CCDC85B,NQO2,PTPMT1,STK24,HOMER3,ANKRD44
FAM46A,NCBP2,SIGLEC9,EBP,ABTB1,NDRG3,UBASH3A,FAM115A,EIF6
PPM1G,MED30,PADI4,DNMT1,MRPL16,ORC2,TSG101,ZNF518B,MED4
POLR3K,GMCL1,MRPL28,C14orf2,NDUFA1,SPATS2,CSTB,ZCCHC4,ACTR2
CALHM2,COPB1,IGFLR1,TBRG1,P2RX5,ZNF786,FKBP5,SLC10A7,EMC10
SLC43A2,DTNBP1,PINK1,BTF3,PTP4A1,CACNA2D3,SIAH2,PTCD1,MRPL22
ADAM8,SYNRG,CMPK2,S100A12,DCXR,RNF157,GNAI2,H3F3C,SEP15
VPS29,COX16,DECR1,SPSB3,FGD2,TBX21,PIK3R1,MICAL2,DARS
FLII,MPC2,TRIB1,RHEB,METTL7A,TACC3,NLRP3,LEAP2,NDUFB7
ATP5J,MMADHC,BNIP3L,ARID5A,MARCKS,AASDH,C16orf62,HABP4,CD300A
EIF3J,THOC7,CALCOCO2,CD46,UBALD2,C11orf58,RERE,DPY19L4,TMEM147
EXOSC1,TSC22D4,WIPI1,CCT8,CMTM8,CBLL1,PPM1F,C8orf58,ITPA
PRDX4,CCL4,BCCIP,SAP18,VPS29,ACTR6,HSD17B8,ZSCAN2,CD8B
SUB1,PKIG,SEC13,CAMK4,RAB7A,ANKRD36C,TTC3,RP11-773D16.1,CFD
BCKDK,AKR1C3,ACYP2,CUEDC2,RRAGA,UBA7,UBE2E2,CCR10,CCZ1
PLIN3,RNF34,RP11-222K16.2,CLEC7A,ATG16L2,PXN,FBP1,SLC2A13,NT5C
VAPA,THOC2,COA1,FBXL15,SET,PLCG1,XPO1,MMP17,DDX6
RPN1,SFI1,ADCY7,PSMB1,HAX1,RRP15,PDCD4,LZTR1,GIMAP2
EDF1,SLC2A4RG,AURKAIP1,GUSB,EIF1B,APBA3,SMARCA4,REXO1,STK10
PSTPIP1,PCED1B,PTPMT1,ARRDC1,PTTG1IP,ZNF101,NPL,ZNF740,MGAT4A
C1orf63,RASSF7,TP53,MAP7D1,SQSTM1,RP11-796E2.4,AKTIP,RBM15B,RP11-796E2.4
