0,1,2,3,4,5,6,7,8
TOLLIP,BEX4,TRAF4,MTMR11,DDX18,PUS1,ZSWIM7,SBDS,PIN1
MMP24-AS1,GPX7,CKS1B,CHCHD2,ARRB1,RMND1,CLDND1,SELM,GBP2
BCAP31,CDC42SE1,NAPA,SH3KBP1,CBWD2,POMT1,LACTB,NPRL3,S100A8
EMC4,SLFN5,JUP,PRDX1,NSD1,KIAA0125,LETMD1,DPP4,SLC25A11
MTCH2,PATL2,MZB1,TMIGD2,SNX9,SNX29P2,ZNF101,NUDT9,CHCHD7
COX7A2L,LRBA,EMILIN2,TBCB,RPN1,SLC37A3,LDLRAD4,NPDC1,MRPS34
WDR13,TMCO1,IKBIP,IFI35,TRAPPC5,ZFYVE28,COPRS,ATP8B2,CALCOCO2
COMMD1,TMEM50B,MAD2L2,IMPDH1,MKRN1,SLC4A7,SLC43A2,RP11-706O15.1,ATG12
C19orf70,PLEKHF1,SFT2D1,NCOA4,SIRPB1,TMEM159,AKAP8,MATN1-AS1,TMEM173
PSMC4,PSME1,NRM,PYHIN1,SMARCB1,TIPARP,PPM1K,ZNF500,SMARCB1
MT-CO2,IER3IP1-1,VPS37B,IRF1,FLII,FBXO8,HSPB1,DNAJC25,TRAM1
COX7A2,PPP1CC,SNX27,KDELR1,SPNS1,ALDOC,IGLL5,C3orf33,SHFM1
UBE2D1,COPS4,TCF4,CMC1,MTIF3,PTPRN2,ANAPC15,PVRIG,RAD23A
ATF4,SLC9A3R1,PRKACA,CD300LF,COA1,SFXN1,ETS2,ZSCAN25,CBX3
RNF213,METTL18,ALAD,GRINA,SMIM20,ARFGAP2,MGST1,ZNF354B,NR1H2
USF2,C12orf65,SLC24A4,TIMM13,IRF7,RMDN3,TMEM126A,GPA33,STOML2
MID1IP1,ZRANB2,AC079767.4,PMVK,UBE2J1,PTTG1,LRP1,ASPH,MANF
NAMPT,CHMP7,DOCK11,CELF2,PPP1R9B,PI16,OPN3,ACP6,DOCK8
JOSD2,COPS8,GLUL,VSTM1,ICT1,MFGE8,ZDHHC7,UBOX5,ATP6V0E1
MYO9B,LPIN1,DNASE1L1,STK17B,MGST1,TMEM161A,JAK3,ADAMTSL4,LYSMD2
VKORC1,SAFB,DENND3,OSCAR,OSBPL8,WDR6,CD40,ADM,C20orf27
ATP6AP2,EIF5A,LINC01003,LINC00936,ISCA2,ZNF75A,SLC25A24,IPPK,CNIH1
MYEOV2,GALM,RGS3,CTSL,MKKS,HNRNPH1,F8A1,KBTBD11,C11orf73
RRP7A,UBQLN2,VMP1,CDC42,PPCS,LRCH3,AMD1,NEK8,GRHPR
ZFAND5,ELF1,ADAP1,IFNAR2,RPIA,CENPH,LILRA1,ZNF550,CISD3
CYB5R4,KIAA1551,ADPGK,SDHC,CEBPA,AP003774.1,SVIL,STOML1,GLUD1
OTUB1,USP10,MAPK1,LAMP1,RSAD2,ANXA7,CD9,PHC1,SAP18
CAPN2,ELAVL1,RNF41,MTHFS,TACC3,GPR56,PLCG1,SGSM2,BIRC3
CRELD2,SARS,DNAJB12,FAM200B,DNAJB12,TMEM42,PNOC,HYPK,UBXN4
SMAP2,TMBIM1,SAMHD1,PSMB5,CRYZL1,PRPS2,COX11,RP13-188A5.1,BID
DCAF7,IP6K2,ZNF511,GYG1,BZW2,BLOC1S5,PSEN1,METTL6,SCAND1
XRCC5,RAB14,RCC2,LAP3,MYD88,RAD17,AP003733.1,EAF1,VPS29
KCNAB2,RP11-489E7.4,KIF22,OAS3,KIAA0922,CERS4,SNX27,RP11-977G19.11,DDX39A
POLR2F,ANXA11,COX17,TNFRSF4,ADAP2,MORC2,CASP6,KHK,PRPF40A
MT-ND3,RRS1,CORO1C,USP10,TSPYL1,PIGC,TRAPPC2L,MMAA,RNF139
ID1,INSIG1,RP11-65J3.1,YWHAE,EMC3,MYL6B,MRPL3,GFI1,JAGN1
RABAC1,TAGAP,SOX4,RXRA,UBE2D1,SF3B1,RNF44,VPS37C,F8A1
PHACTR1,VDAC3,C9orf89,NUDCD2,NANS,YTHDC2,CHD2,SLC9B2,NDUFC1
ITGA4,TMEM9B,MEFV,SCGB3A1,LDHB,CHD1L,IRF2,RP11-326K13.4,PTRHD1
PDXK,GTF2A2,DCP2,APBA2,TRIM38,TOM1L2,CMTM8,TC2N,LRCH4
GALK1,CCDC115,ETV6,EMC4,EMC8,ZNF444,PID1,CAMK2D,ROMO1
PNKD,MAPK1IP1L,MILR1,PSMB6,DHPS,SMARCE1,PPBP,ARAP1,TNFSF10
ZNF385A,ECHDC2,CSK,OAZ2,ACP5,RFC4,MRPS35,BEX2,KTN1
UBXN11,PTGDR,MIEN1,TRABD2A,RNF213,PARP8,PTPMT1,ATG2A,SDF2
DNAJC1,MOB4,HNRNPH2,RNF187,LFNG,BLNK,TACC3,ZNF668,PMAIP1
KDELR1,CD72,KDM4B,SH2D2A,COX6A1,RBM39,ESD,C5orf63,MAL
TPPP3,NRBP1,SPTLC2,MRPS21,CSF2RA,HDAC7,DPYD,ABCB1,TRABD
TTC38,TROVE2,RAB4A,NAMPT,TPD52L2,CHD2,RBMXL1,PAM16,RCN2
SULT1A1,PLRG1,OTUD1,RUNX3,DAP3,RBM23,WDR13,RP11-110G21.1,SRM
C7orf50,MOAP1,HAUS4,TXNDC17,FERMT3,VRK3,CYB5R1,TRAF3IP2,SNRPB2
MRPL47,TMED10,TRIM25,PASK,NOTCH2,BLOC1S4,EIF5B,BAG3,TXN
M6PR,BATF,NFKBIA,RAN,ERCC1,KAT6B,C7orf50,C8orf44,RPL22L1
PMVK,UBE2Q2,SIGLEC5,CD302,FAM175A,ALDH18A1,NT5C3B,ST6GALNAC2,CGGBP1
FKBP8,TOPORS-AS1,TACC1,NDUFV2,UVRAG,ST6GALNAC6,PSMG2,DHX37,MMADHC
CREG1,PPIE,TIMM8B,PLSCR1,ARHGEF2,CD19,SULF2,ZNF528,HSPA9
ITGAM,CCNC,RFK,YIF1B,ODC1,TSSC1,SNX9,POFUT2,NKTR
RPL22L1,TMEM59,GEMIN7,FAM105A,CS,SUPT3H,PCID2,MORN3,MRP63
HIST1H2BK,ST3GAL1,IDH3G,ORAI1,EPHX2,CAPN7,EIF4E2,SLC41A1,RCSD1
HEBP1,FGD3,H1F0,UBE2E3,RNF7,SLC39A7,ATF7IP,SMARCAD1,PHF11
APH1A,GLT8D1,APTX,MPC2,PRKCD,GNB5,EGR1,USP37,DEGS1
GSN,ALDH9A1,CTD-2336O2.1,CLIC3,STAC3,TBC1D17,HEBP2,TNPO2,SCO2
HOTAIRM1,PPA2,PLEKHF2,GADD45GIP1,NRG1,ANKH,EVI2A,TBC1D8,TTC39C
ZNF581,EPM2AIP1,GMPR,SATB1,TREM1,SH2D3A,PHB,PDZD8,HNRNPUL1
CRTAP,FCRLA,CUTC,EIF3I,AMPD2,C14orf119,PRMT10,TMEM229B,CHD2
ATP2B1,NIPAL3,TMEM189,TXN2,LRRFIP2,SEPT2,SLC43A3,FAM227B,CDC123
RNF135,CDC42,PTOV1,PYURF,EIF1AY,DPP4,STAC3,ERF,FGR
ZMAT2,PCNA,LUC7L3,RP11-664D1.1,TLN1,LPIN2,CD6,GSDMB,PABPC4
RNF13,PDAP1,AKT1,HSD17B10,CTBS,EGR1,HRH2,CREB3L4,CMTM7
FAM192A,ATG12,FOSL2,DIAPH1,ZEB2,ULK3,CAMKK2,CTD-2186M15.3,UBE2L3
DOCK2,S1PR5,CKB,SLC25A11,ERICH1,TRMT10C,HMGA1,SYTL3,ZNF331
BLK,PITPNC1,MTHFS,YWHAZ,TUBGCP2,MAP2K6,SNX20,TTYH3,PRDX3
SELK,PPIG,LRMP,TPMT,MTSS1,RRP1,RELT,C16orf54,NXT1
UBE2L3,SF3B14,GNGT2,HSPB1,ARHGAP27,OSM,FGD2,HSBP1L1,RNF114
CAT,GORASP2,MAP3K3,CYTH4,GLG1,ABLIM1,SSH2,CTD-2228K2.5,FKBP11
CCT5,APBA2,JARID2,PSENEN,SLIRP,NEIL2,CHMP2B,GIMAP8,STT3B
CCDC124,CKS1B,MAP2K3,CAMK1,TRIM22,MED27,AGPAT2,C4orf32,GLO1
ITGB1BP1,PSMA2-1,ARL11,CALR,MS4A4A,MLLT3,CCDC88A,HVCN1,PHB2
CHCHD10,WTAP,ADRBK2,EPHX2,SIAH2,ZNF24,NME1-NME2,YEATS4,TMEM14B
LILRA2,GNAI3,CIITA,TRAM1,IMPA2,TIFA,PPIF,CAPN12,OS9
ATF3,STAT3,CHST15,STAT4,RNASEH2C,TSR2,SIRPB1,ACVR1,CLIC1
HAVCR2,ATP5A1,HDLBP,LMAN2,ACAA1,FAHD1,GPR155,HMGCR,MT-CO2
RASSF1,SLAMF6,IL13RA1,POLE4,PIM3,TCEAL3,TNFAIP3,RP4-575N6.4,GLOD4
MTSS1,NCK2,CLEC11A,ARF5,SH3YL1,MRPL49,NDUFB11,PMS2,TMC8
ADAR,VAPA,MRPL40,RNF126,MAP3K3,UBE3A,FCRL1,PPP1R16A,SYF2
UBE2E3,HMGA1,THG1L,SIRPG,CDK5RAP3,C19orf48,PHF1,GADD45G,ZNF706
UQCRQ,MBNL1,MBD2,BLOC1S1,FDFT1,MAD2L1,PDCD5,ARHGEF10L,NAA20
UQCRH,RSRC2,DHRS4L2,FAM110A,IL10RB,TRPM7,TCEAL4,NECAB3,ATG3
AP2A1,TIMM9,MBD4,NDUFAB1,LINC00877,ARID4B,MINA,RP11-500C11.3,EMC6
KYNU,BCLAF1,PLEKHF1,STK10,CARD16,PRAF2,CCDC66,PARP3,C14orf166
HADHA,SAE1,GAA,TEX264,TSPAN4,NPDC1,UBQLN1,SMG6,ALOX5AP
ADIPOR1,SRM,IRAK1,PAIP2,ATP6V1B2,GPS2,ABCE1,SIK2,OLA1
RNPEP,TTC19,DOK1,CCNL1,TMBIM4-1,ZNF146,TTYH3,WNT7A,PTGER2
TMEM208,RPF1,CALR,MZT2B,OLA1,OXCT1,CTD-2006K23.1,FOXJ2,STAT1
MAF1,OARD1,OLIG1,CALHM2,SMEK1,NAA15,STAT5B,A2M-AS1,ARL2BP
FAM45A,SMARCB1,KLRC1,SEC61G,RHOG,CCL28,SIVA1,PLD6,LSM3
EIF3I,RP11-660L16.2,ASGR2,COX14,UBE2E1,HPGD,STAT1,RP11-15A1.3,MT-ND3
ZEB2,LYRM5,SIL1,WIPF1,OAS3,PAFAH1B3,MRP63,ZNF43,SPCS2
FAM110A,CLEC2B,TRAPPC5,TMEM141,RNF181,SREK1IP1,CLEC12A,ABCC10,SBDS
UPP1,AC013264.2,QRSL1,FKBP5,CD72,SAAL1,DARS,VEGFB,MRPS12
FCGR1A,CD28,RAB7L1,MT-ND1,CEBPZ-AS1,EIF1AX,MRPS33,DHX34,ACAA1
SRP14,TAX1BP1,TIMP1,SSR1,GALT,CBR4,OST4,PACS2,CCL3
PCGF5,TERF1,GUCD1,LGALS9,C20orf24,ACAT2,SP140,GBA,ECHS1
RXRA,DYNLRB1,ARPC5,IL6R,DR1,XPA,RPL26L1,TMEM104,C11orf48
MATK,ATP2A3,WDR41,H1FX,SRSF9,PAAF1,U2AF1L4,SOWAHD,RSRC2
MTPN,P2RX5,PTGIR,CEBPG,MICAL1,INTS6,SCAPER,ZNF784,ITGB7
GRHPR,PILRB,HSPA6,SMIM12,PTP4A3,SNRPN,LINC00402,HOXB-AS1,SARS
COX6A1P2,MEI1,POLR2L,SDF4,CHPT1,SLC25A4,PGP,RAB30,PLSCR1
CMC1,MTFP1,IL2RB,POLR2F,CTD-2006K23.1,MRPL9,AP1S1,ZNF622,SNRNP70
CSTA,RNF139,C10orf11,HDDC2,NRGN,LTBP4,C12orf76,SNRPN,CAT
CTSA,DDX50,MRPL53,UQCRB,PMF1,RP4-758J18.2,LHPP,ALKBH6,MRPL52
ASNA1,MACF1,EPN1,VPS26B,FAM45A,WTAP,TMEM63A,POLR2K,MRPL9
SPTSSA,AC092580.4,CYTH4,SPCS3,AUP1,CD1C,ADTRP,RAB3D,CFP
GLRX3,MOB2,TPD52L2,LPAR6,ATP5I,TMEM106A,FBLN5,MBD2,IER3IP1-1
NIPSNAP3A,CYTH1,SLC12A9,PDIA6,ATRAID,IMPA1,BCL2,RP11-727F15.9,EMC4
BIN2,PIH1D1,RRBP1,PA2G4,PRPF6,MITD1,SUPT20H,KIAA0430,EVI2A
LACTB,NOP56,SSH2,MLX,SPG20,MRPS21,ARHGAP24,OLFM2,SNW1
POLR1D,ZNF131,FIS1,EIF2S2,APOBEC3B,ANP32E,KCNK6,ZNF573,TBCB
TAP1,CCSER2,COPRS,CD5,LPAR6,THUMPD1,TGIF1,IFT88,PSENEN
PSMC3,KLRB1,PTMS,EMC6,BLOC1S2,LINC00938,IQSEC1,SPATA2,ELOF1
TSPAN13,CYB5A,NDUFB7,IL12RB1,PSMC4,ZC3H8,CLTA,STRADA,FCGRT
SF3B4,PLGRKT,SIGLEC1,PPP1R7,TCF25,DUSP28,C10orf54,CRY1,SNRPG
HCST,SNRPE,ZNF706,IL1B,CNIH1,RPN2,MT-ND5,DCAF17,TAF7
PPT1,ATRX,SNX18,GNB1,RALA,RPS24,DUSP22,ZNF699,COX16
CYSTM1,TSPAN13,TRIM27,RNF11,TREX1,RP11-66N24.4,MICU2,ANO6,ARHGAP9
PDHB,IFT57,EMR2,MRFAP1,FCRL1,GIMAP6,USMG5,AKT3,PRKCSH
HSD17B11,CCND2,P2RX1,ASCL2,CLEC12A,ST13,ADAP2,AMIGO2,DNAJB9
RASSF4,ACADM,ARHGAP27,MRPL33,ARHGAP24,DNAL4,STRBP,ELMOD2,TIMM13
IL10RA,MITD1,GNPTAB,C19orf66,PLD4,NDUFB11,CITED4,MYOF,GPBP1
PRKCD,PRR5,RNF13,H3F3A,LAPTM4A,DCUN1D5,LSR,STAB1,MTCH1
QPCT,CTD-3184A7.4,CCL3L3,RNF125,CATSPER1,NAALADL1,SAT2,RP11-611L7.1,RPAIN
TPGS1,DPM1,METRNL,IRF3,CORO1C,MRFAP1L1,C14orf166,AP006621.5,SF3B1
PLD4,CAND1,CD1C,PCMT1,APEX1,SMARCA5,AHCY,RP11-428G5.5,FNBP1
TMEM59,ILKAP,HERPUD1,POLR2J,NUMB,JUNB,TMEM55A,AC074289.1,HDDC2
FAM49A,STOM,XAF1,PRAM1,SERINC5,BCAS4,ZRSR2,CXorf65,PCSK7
PLP2,CD59,CCDC28B,PDCD5,MPLKIP,UBE2Q2,CRK,BAG4,C17orf89
CCDC50,CXCR3,TIMMDC1,ARF1,TIMM8B,STRBP,RP1-313I6.12,RP11-325F22.2,PSMC2
LYPLA1,NCL,TCEA2,PSMB9,STK17B,DEGS1,ZYX,ZNF34,BBX
TADA3,KLRD1,SIRPB1,TOMM20,C19orf53,DNAAF2,AIM1,TSHZ1,OPTN
MRPS11,RP1-313I6.12,NFAM1,LASP1,CIR1,RP11-455F5.5,C12orf79,TP73-AS1,CD14
IFI16,NCK1,TLR10,DNAJB11,TMEM256,TUBE1,METAP2,RP11-353N4.4,METTL23
CAPN1,POLR2M,TBC1D22A,MIDN,TMED3,ZNF263,THYN1,PXN,SPOCK2
MOB3A,FBLN5,MGST1,TRAPPC2L,ZNF467,IL4R,MT-ND2,ARHGAP24,AKNA
NDUFB1,ID3,PSENEN,KLRB1,FIS1,TSC22D4,CDKN1C,XCL1,ATM
MYL12B,C5orf56,NUDT3,TCEAL8,PNOC,PPAN,PTP4A3,ADCK5,NOP56
ETFA,BOLA3,SCARB2,PSMC3,SIK1,PYHIN1,RAD23A,PSKH1,SRSF2
IFNGR1,SMCHD1,CDH23,TRAPPC4,ACTR2,DNAJB9,TESC,PRUNE,SIT1
MAPK1,NDUFAF4,SNX1,CX3CR1,ZNF331,SLAMF1,TCEA3,OSBPL7,POLR2I
RABGAP1L,HP1BP3,PER1,METTL9,ATP5J2,CLEC4E,OCIAD2,GLT1D1,EIF2S3
ILK,POP5,BSG,EPSTI1,IGLL5,ELOVL5,CKAP4,STX2,DHPS
GNB1,EPHX2,GSAP,POLR3GL,DYNLT1,LRBA,RNF214,TULP4,NUP214
STOM,SLC25A45,PPAPDC1B,SNHG15,ARHGDIA,AC006369.2,FAM134B,PFN2,IL10RA
UBE2D3,THAP11,DNAJB11,FAM50A,NSL1,ACADSB,NOL12,CEACAM3,MPG
FAM96B,CCDC90B,TNFAIP8L2,MT-ND3,LILRA1,MRPL1,BEX2,C2orf74,AAK1
LILRB4,API5,TLE1,HMOX1,RASSF2,CTSF,PTEN,PPP2R2B,SNRPC
PARP1,NOL11,SNORD3B-2,TNFAIP8L2,SMIM14,NDUFV1,CTBS,EVA1C,CDA
CCDC23,P2RY10,CD9,KRAS,TXNDC17,MZB1,NFKB1,A1BG-AS1,HERPUD1
XCL2,TNRC6C,ABTB1,G0S2,IL4R,MMAB,EIF1,ARHGEF37,DDX21
CAPZA2,EBP,GLA,TOMM22,NDUFV3,HCG18,LAP3,SENCR,SNHG15
PQLC3,C14orf64,PEA15,ARHGAP9,PRKCSH,RPL41,IFIT1,BIN2,EIF5B
HNRNPA3,TSNAX,NOTCH2,GSDMD,SSR3,TRIM52-AS1,HAX1,WBP1L,MPHOSPH8
MTMR11,NUP107,NAGA,TSC22D4,USF2,FOS,VMP1,C12orf29,MYC
CD300C,HNRNPH1,SECTM1,SAT2,SRP72,ZNF766,MS4A4A,VAMP4,NDUFB5
DDOST,RSBN1,LTBR,SRSF9,LRRC59,SAE1,RAB3GAP1,TNFSF12,LYZ
CDC37,TMEM126B,ADD1,CDC37,MAT2B,MLH3,IMPA2,SNHG12,SRP19
AP3S1,C14orf166,RP11-362F19.1,STT3B,AKR1A1,C10orf128,SRRM1,HEXIM2,NDUFA10
HADHB,NUDT16L1,CARD9,HEXB,AMICA1,TSPAN5,AP2S1,INTS9,UPP1
PIK3AP1,SH2D2A,SIRPA,SLFN5,RBBP6,ZNF567,SECISBP2,TBC1D10B,PDHB
OXA1L,RP11-94L15.2,POU2AF1,APOL3,METTL21A,TLR10,APLP2,TNFRSF8,AKR1A1
AGPAT2,C11orf73,FUCA1,RPL36A,RBM7,CUTC,PRRC2C,SLC17A5,NDUFA8
TSEN34,TAF9,KLRF1,NDUFA7-1,ARHGAP4,CCR6,SLC25A37,MTERF,SMDT1
PEPD,SLC3A2,TRMT1,LRPAP1,MTPN,MT1F,ICOS,KCNMB1,FAM107B
TMED9,OSTC,RAB3D,MATK,BTF3L4,BCL9L,ILKAP,LIPT2,SLTM
PARP14,TMUB1,KCNE3,LINC00176,CLEC4A,MUS81,COMMD9,BCOR,RAP1A
NDUFB2,TNFRSF14,EIF3B,IL2RB,CSRNP1,ZCCHC11,THAP7,RP11-690G19.3,ARHGDIA
SDHC,NSG1,GOSR2,PLK3,SNX10,KLF6,SVIP,SDCCAG3,LAPTM4A
PTK2B,MED4,HLA-DQB2,MIR4435-1HG,MTHFS,MSI2,PEX16,ARHGAP35,CKLF
ERCC1,PAPOLA,CIDEB,ARHGDIA,HEBP2,NECAP1,PHF3,SPICE1,BAZ1A
TNIP1,PYHIN1,RENBP,ATP5J,NR4A2,EIF3M,CDCA7L,GBGT1,TMEM165
ARHGAP27,NOP58,BCL2L13,DNAJC1,FBXL5,PPP1R14A,SIPA1L1,TTC16,IMP3
SAP18,DDX6,SOD2,GNG2,BAZ1A,LRRC8C,ATP5EP2,HDAC7,HOPX
OS9,IRF9,CALHM2,CCNH,ARHGDIB,EDEM1,PNPT1,SCGB3A1,TAF1D
DPP7,PRNP,CLEC10A,DUSP23,RPL13,ACOT13,PARVB,MEF2A,CHCHD10
PTGER2,YEATS4,FAM214B,PLP2,HMGB2,CREB3L2,UNC119,SLAMF1,PIM2
CD4,PAG1,ZDHHC1,MX2,HNRNPA1,PPAPDC1B,PARL,MAST3,UBE2D2
TMEM9B,GNL3,SLC35B1,TMEM176B,TMEM205,DIS3L2,AIMP1,ERMARD,PSMA2-1
MPP1,XCL2,SNCA,FOLR3,PRKAR2A,FUNDC1,SDCBP,SNTB2,MX1
ACTR2,ARL14EP,C19orf59,DNAJA1,TNFRSF4,BEX5,MRPL53,ARID5B,NME3
NR4A1,FCER2,DNTTIP1,DUSP6,CYB5R4,CDKN2C,TSPYL2,BACE2,DHRS7
PLEKHF2,CD82,CLNS1A,DDIT4,HIST1H2BK,HNRNPF,CNST,CROT,FUNDC2
MRPL28,GRAMD1A,SH2D1B,SUCLG1,BEST1,ZNF302,PDLIM7,LRCH1,HLA-DQA1
LAIR1,CPSF6,STX12,ACTR1A,NDUFA7-1,CD84,BCL11B,ZRANB1,CCT2
VMA21,TOMM20,PPM1F,YWHAH,CLN5,CNPY2,CD83,APITD1,PARVG
SQSTM1,ZC3HAV1,MTPN,MPP1,CLEC11A,NFATC2,HSD17B12,BPHL,PSMA3
PFDN2,DUSP11,SEMA4A,KLRD1,STAT6,TSEN54,EIF2A,ICOSLG,AKR1B1
FBXO6,MRPL49,MORF4L2,NDUFB6,STAT1,HIST1H4C,ZNF467,PM20D2,IKZF1
ATP6V1B2,CBX3,MGST2,PSMD7,PCMT1,HERC6,EFCAB14,CLSTN3,VIMP
CBR1,SNHG9,SLC25A11,CWC15,KIAA0125,HNRNPR,PIGP,ZNF783,ARL4A
POLR2E,YTHDF2,EIF5,TNFAIP2,PLXNB2,MIB2,ALDH16A1,C11orf68,JUND
PSMA5,GPR171,FGD2,MS4A7,LINC00176,DHX9,LINC00116,IL11RA,NDUFA2
NDUFS2,TSPYL1,PRCC,NQO2,GGCT,CTC-228N24.3,PLIN3,TRDMT1,ZNF428
CD36,EXOSC8,LEPROT,SELT,LILRA2,THEMIS,RNF145,TCN2,SLC2A3
PSMA2-1,TMEM106C,PTAFR,UBE2D1,PLIN3,FBXL8,TMEM261,CHCHD6,NDUFA12
ECH1,LINC00649,HCFC1R1,SNF8,SF1,HSPE1,CSRNP1,PRRT3,C17orf62
NCR3,NSA2,MBOAT7,NECAP2,FRAT2,ZNF677,QPCT,MAP9,PPP1R12A
CHPT1,SOCS1,ASAP1,RBP7,KIAA1143,SLFN12L,TRIM39,USP53,FDX1
TNFRSF14,FNBP1,SIGLEC7,CDC25B,RELT,ACOT2,PCSK1N,NSUN6,DDIT4
CDKN1A,AKTIP,LYPLA1,TPM3,RAP1A,ARMC1,PDE4B,RP11-799D4.4,SIVA1
TMED10,C19orf60,ERCC1,PGK1,PHPT1,DEXI,MRPS21,ATR,LAMTOR2
RCSD1,CCDC91,FRAT2,ANXA2R,TSPAN13,UBA2,UQCC2,RNF214,MRPL41
SKAP2,SELK,RAB27A,AP2M1,KDELR1,APEX1,SGK1,GALK2,GOLGA7
PSMB4,CITED2,MYO9B,SLC16A3,IL17RA,APBB1,NDUFV2,IFIT3,NDUFS6
SNF8,GNB2L1,COX6B1,YWHAQ,MRPL45,RP11-1399P15.1,ZNF106,ECD,BAX
ITGAL,BLK,RPS6KA1,SSBP1,MLXIP,SPIN2B,C5orf45,ZNF766,PDLIM2
CD2BP2,UBL3,ARAP1,MRPL54,RTFDC1,TMEM43,RNF141,ANO10,CMTM3
CCNDBP1,DPH5,CAT,PTGER4,NAPRT1,CREBRF,HSPD1,NHEJ1,HDAC1
MTMR14,EIF2S3,SH2B2,BABAM1,DHRS4L2,USP5,GLUL,RP11-103G8.2,RTF1
PDCD6,SNRPF,SNORD3B-1,HSPD1,RUFY1,A1BG,GCSAM,UBA6-AS1,DEF6
MRPL23,NHP2,APMAP,ZC3H15,RPS2,IMMP2L,CD19,HKR1,FMNL1
SPON2,NUDC,ITGAX,TNFRSF25,TANK,WDR70,PLEKHB1,CYP27A1,RABAC1
ZFP36L1,ZNF32,SLC50A1,LILRA3,NHP2L1,GAMT,ARPC1B,WBSCR16,IFITM3
UBE2R2,FDPS,TAX1BP3,BATF,MFF,ZCCHC10,S100A12,RNF139-AS1,MS4A1
NBPF10,UBE2V2,PPP1R14A,SCNM1,SLC2A6,ACN9,FLOT2,ERCC6L2,VAMP5
C17orf62,HSP90B1,FCGR1B,RASA3,SEC62,POLR1E,A1BG,DUSP7,GLIPR2
CAMK1,USP16,EIF1B,FLOT1,TMEM154,CCDC65,ELMO1,ENOX2,TPR
FBXW5,SRSF1,HIST1H2BK,DDOST,SUCLG2,SLC2A4RG,TESPA1,ARHGAP10,NOP10
TXNDC12,DARS,HEBP1,ACTN1,PIM2,TOP1MT,JMJD1C,SLC38A6,PMPCB
BRD2,COPS6,MS4A4A,GRAP2,COMMD7,FXYD7,EHBP1L1,TRIB3,MS4A6A
VMP1,BCAS4,SIRT2,TSPAN32,ARAP1,UPF3A,LILRB3,CRTC1,SERPINA1
SNRPC,CRIP2,TOR2A,GPI,TOMM20,PNOC,TBC1D4,ZNF681,MRPS7
CCDC12,MIB2,BASP1,DNAJA2,MSRB2,TXN,RP11-291B21.2,C10orf35,SSNA1
TIMM8B,RPS27L,CD244,GATA3,EBAG9,SEL1L3,POLR2I,GCNT1,ENO1
STX8,RBM38,PID1,VKORC1,NUDT1,RRS1,CCDC50,PITPNB,RALY
MIDN,CLPP,SCCPDH,SHFM1,TMA16,CDKN2AIP,SLC12A9,RP11-589C21.6,MRPL54
CARS2,SIGIRR,PILRB,PITPNC1,C16orf74,ARHGAP5,KYNU,FAM172A,CD97
PDLIM2,RASA3,INSIG1,WTAP,MRPL54,IFNG,ANKRD13A,STIM2,MINOS1
H2AFZ,RPN2,RNASE2,SULT1A1,SHKBP1,RSL1D1,PRKRA,DCAF4,PQBP1
ARL6IP4,CLDND1,PTK2B,CD300E,EMR2,CYB561A3,MYCBP2,PPP2R5B,BCAS2
COMMD3,P2RY8,AFF3,GPBAR1,SEMA4A,GS1-251I9.4,ZRANB2,CD163,SNRPA1
CD1D,TMIGD2,ADRB2,CSF1R,RP1-313I6.12,CARD11,LINC00877,TOR4A,DENND2D
NANS,THEM4,NRROS,CISH,EFHD2,SACM1L,PAG1,WDR89,PBXIP1
MYADM,NHP2L1,METTL7A,NANS,UBE2F,CHMP7,LILRA2,CASP2,C4orf48
UNC119,TOB1,GRB2,PGD,MBOAT7,MGAT2,CECR5,MUT,CAMLG
RBCK1,RNF113A,MTSS1,NME3,SWAP70,RABAC1,CRTAP,KIAA1468,IAH1
MRPL43,DENR,CTNNA1,TESC,CYTIP,CTSO,CD86,KIF21B,MRPL21
WSB1,RP11-664D1.1,POLR2E,CCDC167,IFT20,ERV3-1,MTHFS,HIST1H1E,THOC7
PLEKHJ1,GIMAP6,TMEM80,RANBP1,NDUFS4,MBIP,CCNC,JRKL,PCMT1
MPG,ZNF101,TMEM176A,VDAC1,ATP5L,TOB1,AMPD2,KIAA1407,MRPS21
PRKAR1A,ZNF331,MT-ND3,C16orf13,PABPN1,SNHG12,FCRLA,RP11-65I12.1,DRAM2
PUF60,ACTR10,TUBB6,MRPL51,NAMPT,PYCR2,CREG1,ZNF514,DDX46
CD86,RHOC,LMO2,MBP,IFI44,MAPK13,GPR171,RP11-539L10.2,TMEM179B
ARHGEF40,BBX,SLC15A3,RALY,FAM50A,C19orf66,TPPP3,WDR53,ILF3-AS1
ICAM3,TTC14,RHBDF2,BUD31,VAMP3,LRIF1,CCNG1,ABHD14A,SH3KBP1
CD40,ANXA7,MARCKS,ZDHHC12,EIF4EBP2,HELZ,GPN3,HES4,ARHGAP30
MYH9,QRSL1,TSPAN3,RCBTB2,MAT2A,MBTPS1,SMIM14,EXOC2,PRPF38B
NDUFA2,LBR,DDT,SLC11A1,UCHL3,GCSAM,PKIG,PHF1,MRPS6
SCAMP2,HSPB1,STAC3,RHOB,NDUFS3,C9orf114,PFKL,KHNYN,LEF1
COMMD9,G3BP1,TREM1,NUDT16,LRCH4,TRMT13,PRKCQ-AS1,VPS13A,TNFAIP3
